Title: Memories.ai Internal Meeting — AI_Applications_Meeting_ML_Video_Indexing
Video ID: VI721959518299992065
Date: 2026-06-16
[00:49:59] 我会让他先说
[00:50:00] 你去这些
[00:50:00] 就是你先自己做一部分
[00:50:02] 然后做的时候做完了之后就开一个新的repo
[00:50:07] 然后就在那新开一个新的branch
[00:50:09] 然后就在那个新的branch
[00:50:10] 我然后就可以再去resume的那个工作
[00:50:20] 这个信用没有
[00:50:21] 我微信上都聊谁
[00:50:28] 他说精心认责那么工作群
[00:50:41] 赵曼蕾赵曼蕾就是传音
[00:50:42] 我对传音最近也在跟我们要合作
[00:50:45] 就传音想直接白牌我们的whatsapp
[00:50:48] 我们的跟联想差不多
[00:50:50] 但他们可能动作会更快一些
[00:50:54] 传音是非洲老大
[00:50:56] 非洲手机老大
[00:50:58] 看他们好
[00:51:02] 就原先国内的波导
[00:51:04] 波导
[00:51:06] 现在是传音手机
[00:51:09] 对你看他这个是我说
[00:51:11] 我信上都聊谁
[00:51:12] 他就是都是去scrum memory里面找的
[00:51:14] 然后帮我做一些个tudor
[00:51:21] 对吧
[00:51:21] 然后就是这些我最近的这个tudor
[00:51:23] softbank
[00:51:25] 然后这些tudor
[00:51:26] 我觉得现在还是属于比较初级的阶段
[00:51:35] 但我觉得随着路西拼的使用时间越来越长
[00:51:40] 比起call out code更好用
[00:51:43] 我中间应该是不能打通了
[00:51:46] 但是有点打通了
[00:51:47] 认识了怎么样
[00:51:48] 嗯对
[00:51:49] 所以他就不能我们这种人对吧
[00:51:54] 就是给用户他把所有的视频都给index掉
[00:51:57] 然后他用来干嘛
[00:52:00] 想干嘛
[00:52:01] 想干嘛干嘛
[00:52:02] 当然他也可以做做漫画
[00:52:05] 甚至自己做剪辑
[00:52:06] 通过call out code做剪辑
[00:52:09] 这个主要是你怎么优化
[00:52:23] 你不能是不知道用户用来干嘛
[00:52:27] 这样就很费用
[00:52:29] 就把搜索
[00:52:30] 就把搜索搜的
[00:52:32] 足够好
[00:52:33] 然后streaming做的足够快
[00:52:35] index做的足够快
[00:52:36] index做的足够准
[00:52:37] 做的足够便宜呗
[00:52:38] 嗯
[00:52:44] 你做的足够准
[00:52:45] 足够便宜
[00:52:46] 也是要在场景内去讨论的
[00:52:49] 你
[00:52:51] 我们不是做那种大一统模型的公司的
[00:52:54] 那那那那时候我朋友拍的
[00:52:56] 感受感受比较合适
[00:52:59] 我们的定位
[00:52:59] 我们目前定位肯定不是这样去定位
[00:53:02] 我们肯定要有些物理
[00:53:05] 对
[00:53:05] 那工作场景肯定是更重要的那个点
[00:53:08] 就肯定比娱乐场景比较
[00:53:09] 我觉得娱乐场景
[00:53:11] 对
[00:53:12] 是的
[00:53:12] 工作场景也是更重要的点
[00:53:16] 因为娱乐场景就到目前为止
[00:53:18] AI创业公司没有任何一家
[00:53:20] 在娱乐上面做的很牛逼的创业公司
[00:53:24] 就AI出来之后
[00:53:25] AI出来之后的牛逼的公司
[00:53:26] 全都是什么
[00:53:27] 包括企业里面
[00:53:28] Gling
[00:53:29] 或者Blogora
[00:53:29] 就是什么做法律的
[00:53:30] 做什么企业知识库的什么事情
[00:53:34] 做娱乐的
[00:53:34] 像Carrier AI现在也做的也不太好
[00:53:39] 所以AI肯定是跟生产力
[00:53:42] 比较辣过的
[00:53:46] 所以可能这种环境不太适合
[00:53:49] 不太适合你往来做的
[00:53:51] 特别多的这个生产力
[00:53:52] 谢谢你
[00:53:53] 谢谢你
[00:54:05] Amy你还有什么要聊的吗
[00:54:07] 比如说独自评论是吗
[00:54:12] 我在这边我也想试一下
[00:54:14] 新的你已经在设置了吗
[00:54:17] 新的我还没有再试
[00:54:20] 试过一下
[00:54:22] 但是顺云那边估计我还没有完完全全做好
[00:54:27] 等他们完全做好之后
[00:54:29] 到时候我就带到美国来吧
[00:54:35] 那你之前说有一台
[00:54:40] 那台是
[00:54:41] 我们现在手上就有磁台
[00:54:42] 我们现在手上就有磁台
[00:54:44] 然后跟他们测过
[00:54:46] 可能视频好了多
[00:54:49] 对吧
[00:54:50] 然后收音也好了多
[00:54:51] 录音也好了多
[00:54:53] 然后续航的话还没测
[00:54:54] 续航的话
[00:54:58] 顺云他们那边测过理论续航
[00:55:00] 确实已经好了不少
[00:55:01] 但是实际续航目前还没有完完全全好
[00:55:04] 发热了
[00:55:07] 发热了
[00:55:07] 然后说几乎没热
[00:55:09] 也不能说没热
[00:55:11] 就是比较
[00:55:11] 反正就肯定比以前要好
[00:55:13] 好很多
[00:55:15] 你有感觉到很重的发热吗
[00:55:18] 因为高清的还是很热
[00:55:19] 高清化
[00:55:20] 但是一秒一帧应该不热
[00:55:21] 高清他们没有在他们做过化
[00:55:23] 就研究为他们专门在一秒一帧
[00:55:25] A2模式上做的油化
[00:55:31] 就是A2模式理论上应该来说
[00:55:34] 应该是不会
[00:55:37] 应该是几乎不会发热的
[00:55:47] 我也没变
[00:55:49] 你们会用吗
[00:55:54] 你们有产品会用吗
[00:55:56] 是不是你们大部分产品
[00:55:57] 还是生活基础产品
[00:55:58] 你说是生活
[00:56:00] 工作学习没有别的
[00:56:01] 对那工作或者他能直接产生什么的吗
[00:56:04] 就是他能做什么
[00:56:05] 他能做什么
[00:56:06] 不是我的意思
[00:56:07] 他能帮我做
[00:56:08] 比如说你说我们是吧
[00:56:11] 他能直接写代码
[00:56:12] 对这个拼拍完的时候
[00:56:13] 他能直接做什么
[00:56:14] 他能直接产生被漏的
[00:56:16] 那直接做什么
[00:56:17] 就把东西产出来
[00:56:18] 他比如说能帮你
[00:56:22] 就是他能帮你
[00:56:27] 能帮你写更好
[00:56:29] 如果说能帮你写更好
[00:56:30] 或者说比如说能拍
[00:56:31] 到了比如说假设我在手中做一个什么
[00:56:34] 假设假设华丽在手中写代码
[00:56:36] 他拍到了
[00:56:36] 嗯
[00:56:38] 我现在我不想
[00:56:38] 我现在我想出去一会
[00:56:40] 我把他放在那里
[00:56:41] 嗯
[00:56:41] 他们继续那个我上次写的哪了
[00:56:45] 我继续要怎么写进去
[00:56:46] 就是把这个而不是让我人去写
[00:56:49] 不让我们我的意思就是那个我图片
[00:56:52] 他看到了之后
[00:56:53] 他继续他自己自自自自自觉去玩
[00:56:55] 就使你去玩
[00:56:56] 那crawler他就自己能干
[00:56:58] crawler现在还是本人你还跟他
[00:57:00] 人家还在门子上面脚步啊啊
[00:57:02] 就把我那个图片脚步
[00:57:04] 他看到了你在做什么
[00:57:06] 他为了你有没有什么心
[00:57:07] 或者这么说就是你看
[00:57:08] 比如说我们今天我们聊完一个项目
[00:57:10] 曲绣对吧
[00:57:11] 嗯
[00:57:11] 理论上来说
[00:57:14] 理论上来说
[00:57:15] 如果你这个东西做的做的做的好
[00:57:16] 当然也爱做的聪明
[00:57:17] 人上来说你就你就直接把你的记忆给到
[00:57:21] 然后就自己去做就行了
[00:57:23] 因为你理解到的和AI理解到的
[00:57:26] 从信息商来说没有任何区别
[00:57:29] 现在为什么你还是要指挥AI去做
[00:57:32] 就是因为你对于这个东西的高阶理解
[00:57:34] 别
[00:57:34] AI更懂吗
[00:57:35] 还有你当然你会带着以前的context一起进来吗
[00:57:39] 那你本身就是把context更好的输入给AI吗
[00:57:42] 因为最后是简单的嘛
[00:57:42] 它还是AI系统
[00:57:45] 那所以说从理论上来说
[00:57:48] 你可以就是这个东西做好之后
[00:57:50] 有一个更好的context输入
[00:57:52] 然后把让AI直接去做就行
[00:57:55] 你要做的就是线下一起来分辨会
[00:57:57] 然后做一些头脑头脑分报
[00:58:01] 然后我带这个设计拍完之后
[00:58:03] 剩下全部叫他都通论到
[00:58:05] 对
[00:58:08] 对吧
[00:58:08] 我觉得这个是理论最优的场景了
[00:58:10] 对不对
[00:58:14] 而且我觉得原则成立它就可以成立
[00:58:23] 这个很适合就是开会和那种
[00:58:34] 我觉得本期用VP出来之后
[00:58:36] 可以大家
[00:58:37] 可以两个人各带一个
[00:58:40] 或者
[00:58:42] 或者你一个带两个
[00:58:43] 一个纯录音
[00:58:44] 一个AOR
[00:58:46] 然后你要靠这种
[00:58:47] 你看到底我们设计的比例
[00:58:48] 对
[00:58:50] 一人两个那也不OK
[00:58:52] 是
[00:58:53] 那这就比如刚刚
[00:58:54] 我们刚刚比如聊完这个Messenger Engine
[00:58:57] 如果回去他还要报直接告诉你
[00:59:00] Oracle是什么
[00:59:01] Accuracy是什么
[00:59:01] 然后包括你
[00:59:03] 应该还是比较省事的
[00:59:04] 对吧
[00:59:04] 应该还是比较省事的
[00:59:06] 不然你现在可能回去你都忘记
[00:59:08] 他们也是一种time-less
[00:59:10] 对
[00:59:10] time-less加免费加那个attention
[00:59:18] 我觉得原则上来说
[00:59:19] 就是这个东西真的能拿到
[00:59:21] 如果我觉得它是一个纯产生会计
[00:59:23] 要的一个功能的话
[00:59:24] 我觉得还是没法变现
[00:59:25] 所以其实一定要回到它能做什么
[00:59:27] 直接产出
[00:59:28] 直接开始做
[00:59:28] 对
[00:59:29] 回到这个来讲
[00:59:30] 对
[00:59:31] 才能感觉可能会有点利用
[00:59:34] 对
[00:59:34] 后面原来你提问最主要的是什么
[00:59:37] 会计记号没有问题
[00:59:38] 没有人会去翻
[00:59:39] 对
[00:59:40] 会计记号一般人都是去query
[00:59:42] 而不是去翻的
[00:59:43] 对
[00:59:44] 我不是说没有问题
[00:59:45] 没有人会去翻的东西
[00:59:46] 你就问起了别人
[00:59:47] 就会去翻
[00:59:48] 对
[00:59:49] 所以说还是原则上来说
[00:59:52] 你现在看完这个会
[00:59:54] 你要做你就是你做
[00:59:56] 你只要做就是过来
[00:59:58] 然后in person来开会
[00:59:59] 坐在头脑分包
[01:00:00] 然后在会上把该图书问题提出来,
[01:00:04] 然后改讨论问题讨论完,
[01:00:06] 结束之后然后然后Cloud Code上面弄个routine,
[01:00:10] 每次我看完一个会,
[01:00:12] 然后你就帮我把这个事情去做就行了,
[01:00:14] 然后最后AI就自己去做,
[01:00:15] 但是这个挑战太大了,
[01:00:17] 那你要申请AI的过程就毕业了,
[01:00:19] 而且主要做的不是Cloud Code的做,
[01:00:21] 我们只帮他提供三项文件,
[01:00:22] 对对对,
[01:00:23] 你要申请Cloud Code的就毕业了,
[01:00:25] 因为有个问题就是你的会议当中其实其实真正有用的只有的,
[01:00:30] 那么比如说一个小时会演,
[01:00:32] 真正有用的就那十分二十分钟,
[01:00:34] 对啊,
[01:00:34] 但是你不可能一个小时,
[01:00:36] 所以你不管,
[01:00:36] 你就全借出来就好了,
[01:00:38] 对对对,
[01:00:38] 你就比较相信的就是Cloud Code的人家,
[01:00:40] 他自己看就好了,
[01:00:42] 他能看到好,
[01:00:42] 对对对,
[01:00:44] 你实在不行,
[01:00:45] 你给他帮一下了,
[01:00:46] 对对对,
[01:00:48] 我想到一个特别特别特别特别形象的例子,
[01:00:53] 就是你是这个AI在现实生活中的一个agent,
[01:00:59] 人他human,
[01:01:00] 对,
[01:01:01] 就是你是这个AI在现实生活中的一个代表,
[01:01:06] 那你喜欢,
[01:01:08] 那这个就让你,
[01:01:09] 那是请不要跟我讲啊,
[01:01:11] 请用我的AI,
[01:01:12] 对对对,
[01:01:13] 那那岂不是一天之内很期待的客户都会肯的,
[01:01:17] 对对,
[01:01:18] OK,
[01:01:20] 但是这都没有意义了,
[01:01:22] 嗯,
[01:01:22] 有,
[01:01:22] 啊,
[01:01:24] 对,
[01:01:24] 你看他这个,
[01:01:25] 你看Luki他们做什么会议,
[01:01:27] 对吧,
[01:01:27] 呃,
[01:01:27] 做了什么漫画,
[01:01:29] 我现在就让Cloud Code,
[01:01:30] 我说帮我CS,
[01:01:30] 所以怎么搞坏漫画,
[01:01:31] 哎呀,
[01:01:32] 那他就就走下来了,
[01:01:34] 嗯,
[01:01:34] 还可以把他的,
[01:01:38] 哎,
[01:01:39] 哎,
[01:01:39] 等一下,
[01:01:39] 等一下,
[01:01:40] 你也放大一下,
[01:01:41] 哦,
[01:01:41] 行,
[01:01:42] 那第三张图,
[01:01:42] 那个那个那个我认识,
[01:01:44] 第三张图,
[01:01:45] 这个追逐杨盛呀,
[01:01:47] 这是原签呀,
[01:01:48] 杨盛你认识,
[01:01:50] 对,
[01:01:50] 他们就是追秘点,
[01:01:51] 那是我的嘉宜,
[01:01:53] 啊,
[01:01:53] 杨盛是你嘉宜,
[01:01:54] 对,
[01:01:55] 哦,
[01:01:57] 对对对对对,
[01:01:58] 杨盛就是现在做的光子原签,
[01:02:00] 虽然我早上就看他,
[01:02:01] 看他摸的我都无语了,
[01:02:03] 然后,
[01:02:04] 反正让让让让他自己下个电子就做了,
[01:02:06] 就做了,
[01:02:07] 啊,
[01:02:08] 什么摸摸的无语了,
[01:02:10] 他就天天太太养生了,
[01:02:12] 你知道吗,
[01:02:13] 哦,
[01:02:13] 那光子月签现在挺难的,
[01:02:15] 光子月签,
[01:02:16] 因为追秘余浩的一些事情,
[01:02:18] 光子月签自己自己拿不到钱,
[01:02:20] 他们现在手上只有几百万了,
[01:02:23] 因为那时候别人应该都是扫地机来书写,
[01:02:25] 是不是啊,
[01:02:26] 不是这样子,
[01:02:26] 他们扫地机,
[01:02:28] 他们书写20%,
[01:02:28] 剩下来应该是政府书写,
[01:02:30] 对,
[01:02:30] 对,
[01:02:31] 对,
[01:02:32] 现在现在有一些会到5比5,
[01:02:35] 对,
[01:02:35] 我一直不知道为什么他们愿意做这个,
[01:02:37] 什么光子,
[01:02:38] 月签他们怎么跟大家做竞争呢,
[01:02:42] 不用跟大家做竞争,
[01:02:43] 就跟大家一模一样的产品啊,
[01:02:44] 你你大家就先做行动,
[01:02:46] 他就觉得先做竞争,
[01:02:47] 他叫N加一像N加一战略,
[01:02:49] 什么叫N加一战略,
[01:02:50] 就是你先做他们一模一样的,
[01:02:52] 然后再increment里,
[01:02:53] 不知道大量的4K,
[01:02:54] 他们就做8K,
[01:02:55] 嗯,
[01:02:55] 然后就这样,
[01:02:56] 嗯,
[01:02:56] 嗯,
[01:02:57] 那下就一样,
[01:03:01] 很,
[01:03:02] 就是这样,
[01:03:04] 所以可以让Code把这个图片清晰度的少一些,
[01:03:08] 嗯,
[01:03:09] 对,
[01:03:09] 或者就是直接走生成那种卡,
[01:03:12] 嗯,
[01:03:12] 我觉得就川普一面能玩出花来,
[01:03:15] 对,
[01:03:16] 可能就是Code,
[01:03:17] 你就你就你就对吧,
[01:03:19] 你你但是我想我想了一个很好的功能,
[01:03:21] 因为员工每天都在想,
[01:03:22] 我们说这个东西就得给他解决,
[01:03:24] 对对对对对对,
[01:03:25] 你不是你就batch,
[01:03:26] 是的,
[01:03:28] 绝对是可以做的,
[01:03:29] 你们还有一种方式我做,
[01:03:31] 你肯定要去,
[01:03:33] 我所有的同事都在把你让,
[01:03:35] 不是,
[01:03:35] 那我不像我这种不太喜欢在社交平台上发自己,
[01:03:39] 好,
[01:03:39] 我再把你发一个,
[01:03:40] 他们类似拼多多谈恋是不是,
[01:03:42] 不是,
[01:03:42] 那我就是我不喜欢发的人,
[01:03:44] 对,
[01:03:44] 对,
[01:03:44] 那么强制又强强强强强强强,
[01:03:47] 那你碰到我这种我宁愿离职,
[01:03:50] 我也不愿意发,
[01:03:51] 对对对,
[01:03:51] 所以这还少部分嘛,
[01:03:53] 那多数肯定要,
[01:03:53] 但是如果说你是不拍人,
[01:03:55] 有了这个东西,
[01:03:56] 只是说你可以变成艺人,
[01:03:58] 然后跟你又没什么大的大的关系,
[01:04:00] 你就说你就你让Code帮你发吧,
[01:04:02] 就我自己反正也不管你发了,
[01:04:04] 你就直接借给小公,
[01:04:05] 小公说未来肯定会出mcp的这一下呀,
[01:04:07] 你就借给小公出mcp,
[01:04:09] 然后他就帮你发吧,
[01:04:10] 就每天帮我,
[01:04:11] 你就开个routine嘛,
[01:04:12] 每天帮我发一个,
[01:04:13] 对吧,
[01:04:13] 人又一直带,
[01:04:13] 每天帮我发一个,
[01:04:14] 发出来我能够发一个,
[01:04:15] 那真可以吧,
[01:04:16] 我也这么老实,
[01:04:17] 我也不管,
[01:04:17] 跟Code跟我也没关系,
[01:04:19] 对对对,
[01:04:19] 真可以,
[01:04:21] 对,
[01:04:21] 你就记得上次我都说吧,
[01:04:22] 这个关键字,
[01:04:23] 下车就给我开这个,
[01:04:24] 然后开订阅,
[01:04:26] 开订阅,
[01:04:26] 不不不做买单,
[01:04:28] 开订阅,
[01:04:28] 每个月下订阅的钱,
[01:04:30] 他能够自己识别到wc2,
[01:04:32] 就自己管,
[01:04:33] 是吧,
[01:04:33] 就自动当吧,
[01:04:35] 那你怎么会自动当,
[01:04:37] 他怎么相信他呢,
[01:04:38] 对,
[01:04:39] 你不相信他吗,
[01:04:43] 你可以首先把它产生的东西,
[01:04:46] 压缩到你的review的范围,
[01:04:47] 你不要让它自由荒废,
[01:04:51] 对啊,
[01:04:52] 你比如说你像刚才那个一张图,
[01:04:54] 那你给联网发也可以来,
[01:04:55] 你每天发一张,
[01:04:57] 那至少我们那个铃音上的那些东西,
[01:04:59] 不用去操作,
[01:05:00] 对对,
[01:05:00] 铃音上的post真的不用发,
[01:05:03] 如果我昨天就跟前面的老板在一起,
[01:05:06] 去网贩,
[01:05:07] 然后他就讲了很多很犀利的关键,
[01:05:10] 我是当时很希望,
[01:05:11] 我觉得东西能记下来的,
[01:05:14] 但是当时没记,
[01:05:15] 不然我就把那些关键,
[01:05:16] 我就可以整理一下,
[01:05:18] 输送给大家,
[01:05:22] 好,
[01:05:22] 行,
[01:05:23] 等我们最后cping做出来,
[01:05:24] 到时候大家都可以用了,
[01:05:26] 然后大家都可以感受一下,
[01:05:29] 好了,
[01:05:30] 再见,
[01:05:30] 拜拜,
[01:05:31] 拜拜,
[01:05:40] 对了,
[01:05:40] 那个联想那个事情是,
[01:05:42] 就你在局面重复,
[01:05:43] 就不要回复试一下,
[01:05:44] 测一下,
[01:05:46] 我们当时可以报告是吧,
[01:05:48] 就直接问了,
[01:05:49] 让他们明确需求,
[01:05:50] 然后就开始做就行了,
[01:05:51] 因为像他们让你测一下,
[01:05:53] 测一下测一下,
[01:05:53] 他们测完之后发现啊,
[01:05:55] 这些都能做,
[01:05:56] 我们就自己做了,
[01:05:57] 你懂我意思吗,
[01:06:00] 男生就很拍,
[01:07:07] 这个就刚才就做出事了,
[01:07:20] 我往回进去,
[01:07:25] 就是在那边,
[01:07:25] 就在那边,
[01:07:25] 就在那边,
[01:07:29] 然后就开始了,
[01:07:29] 我还没过去,
[01:07:30] 它就已经是这个状态了,
[01:07:32] 我还没有去到去过,
[01:07:33] 所以我现在就想,
[01:07:38] 就在这边,
[01:07:49] 我现在就自己做这个,
[01:07:50] 然后就开始做。
[01:07:55] 然后,
[01:07:56] 我现在就想,
[01:07:56] 工资已经是一个坏点了
[01:08:09] 对对对
[01:08:11] 这不算很好
[01:08:22] 就是他们打标的弄不动
[01:08:42] 你一定要这么做
[01:08:50] 他给你
[01:08:51] 你不用打标
[01:08:55] 那底下
[01:08:57] 包括我说不定有
[01:08:59] 还有
[01:09:00] 有这个
[01:09:01] 有个
[01:09:02] 有个辣的
[01:09:03] 那个
[01:09:06] 那个有吗
[01:09:07] 有个辣辣的
[01:09:10] 能放饭饭
[01:09:11] 放饭
[01:09:12] 对啊
[01:09:13] 肯定的
[01:09:14] 将来百分之七八十的水平
[01:09:15] 肯定不是
[01:09:16] 这样水平肯定没那么多
[01:09:46] 到1980年
[01:10:02] 我发现
[01:10:35] 你说这个screening这个东西
[01:10:38] 这个东西它不是一个
[01:10:45] 我刚才闯了嘛
[01:10:47] 就是现在是最好的音质
[01:10:50] 然后那个
[01:10:52] 刚刚我发现
[01:11:00] 这个就是你知道
[01:11:05] 这个东西
[01:11:07] 就是它没有
[01:11:23] 再 context 它没有
[01:11:25] 什么东西
[01:11:32] 就了解
[01:11:44] 这个
[01:11:55] 已经
[01:11:55] 开始了
[01:11:58] 然后
[01:12:34] 在很多
[01:12:35] 之后
[01:12:37] 然后
[01:12:39] 然后
[01:12:44] Rolling
[01:12:52] pp
[01:12:54] 周深
[01:12:57] 美 the
[01:12:58] 嘻哈
[01:12:58] T cartridge snap 소개商代 how to
[01:12:58] 你在想要不要做的
[01:13:01] 如果我有个事是个新的
[01:13:03] 这个人不要听你
[01:13:04] 不干
[01:13:05] 你只要要拍他
[01:13:10] 那你跟工作坊去做
[01:13:13] 不能有二人
[01:13:16] 那我们是我们的过来
[01:13:20] 我们是我们的
[01:13:23] 那我们就要有个流程
[01:13:26] 那我才
[01:13:28] 咱们在听的那个流程
[01:13:31] 那你管得到
[01:13:39] 就是说我们的楼主要是吧
[01:13:42] 对
[01:13:45] 对对对
[01:13:46] 然后
[01:13:50] 不然你就去拿回家
[01:13:51] 早来包括
[01:13:53] 然后有这个风景
[01:13:54] 那是
[01:13:56] 那是
[01:13:57] 那是
[01:14:51] 啊
[01:14:51] 啊
[01:14:52] 啊
[01:14:57] 好
[01:14:58] 好
[01:15:00] 好
[01:15:26] servicio
[01:15:35] illustration
[01:15:37] 顺座
[01:15:38] 对
[01:15:38] 喜欢
[01:16:01] 谢谢大家
[01:17:17] 谢谢大家
[01:18:16] 谢谢大家
[01:20:41] 这些工址
[01:20:42] 挺简单的
[01:20:55] 现在我们在上去
[01:20:56] 说他有进步
[01:20:58] 上路
[01:20:59] 上路过去
[01:21:04] 上路过去
[01:21:10] 大部分的
[01:21:25] 进化了
[01:21:41] 进化了
[01:21:42] 解释一下
[01:21:43] 还有肌肉长
[01:21:48] 肌肉长
[01:21:51] 肌肉长
[01:22:23] 肌肉长
[01:24:51] 肌肉長
[01:24:54] 肌肉长
[01:24:55] 肌肉长
[01:24:56] 肌肉长
[01:25:06] zech如何
[01:25:07] 周四那个会议他约的不对
[01:25:09] 哎 等一下
[01:25:11] 为什么 明天啊
[01:25:17] mere
[01:25:18] 他可能是另外一个会
[01:25:19] 没事
[01:26:08] 知道
